Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Age,City,ZipCode,State
Bachelors,Management,M,M,Yes,2,0,5,133053,79,No,85,Wichita,67201,Kansas
Bachelors,Management,M,S,Yes,2,0,5,146838,71,No,84,Anaheim,92801,California
Graduate Degree,Management,M,M,Yes,1,4,4,184290,140,No,84,Lexington,40502,Kentucky
Graduate Degree,Clerical,F,M,Yes,0,0,1,36399,51,No,62,Philadelphia,19101,Pennsylvania
Bachelors,Manual,F,M,Yes,0,0,1,26675,43,No,63,Greensboro,27401,North Carolina
Bachelors,Manual,F,M,Yes,0,0,1,27831,42,No,63,Arlington,76010,Texas
Graduate Degree,Clerical,M,M,Yes,0,0,1,58842,76,Yes,62,Tulsa,74101,Oklahoma
Bachelors,Manual,M,M,Yes,0,0,1,28641,69,No,63,Charlotte,28201,North Carolina
Graduate Degree,Clerical,M,M,Yes,0,0,1,58637,76,Yes,63,Tampa,33601,Florida
Graduate Degree,Clerical,M,S,Yes,0,0,1,45259,65,No,63,Charlotte,28201,North Carolina
Graduate Degree,Clerical,F,M,Yes,0,0,1,28969,36,No,88,Chula Vista,91910,California
Graduate Degree,Clerical,M,M,Yes,0,0,1,46868,61,No,88,Plano,75023,Texas
Graduate Degree,Clerical,M,M,Yes,0,0,5,72684,80,Yes,62,Tucson,85701,Arizona
Bachelors,Manual,M,M,Yes,0,0,1,23353,63,No,66,Denver,80201,Colorado
Partial College,Manual,F,M,Yes,0,0,1,30760,43,No,67,Portland,97201,Oregon
Partial College,Manual,F,S,Yes,0,0,1,16168,33,No,67,Toledo,43601,Ohio
Partial College,Manual,F,S,Yes,1,0,2,27856,40,No,69,Chula Vista,91910,California
Partial College,Manual,M,M,Yes,1,0,2,23130,61,No,69,San Diego,92101,California
Partial College,Manual,M,M,Yes,1,0,2,34162,68,No,69,San Antonio,78201,Texas
Partial College,Manual,F,M,Yes,1,0,2,21535,37,No,70,Orlando,32801,Florida
Graduate Degree,Clerical,F,M,Yes,0,0,1,62977,42,No,88,Baltimore,21201,Maryland
Bachelors,Clerical,F,S,Yes,0,0,1,25937,38,No,85,Cleveland,44101,Ohio
Partial College,Manual,M,M,Yes,1,0,2,14242,58,No,84,Aurora,80010,Colorado
Bachelors,Clerical,F,S,Yes,0,0,1,52894,41,No,83,Honolulu,96801,Hawaii
Partial College,Manual,F,M,Yes,0,0,1,13044,37,No,82,Anaheim,92801,California
Graduate Degree,Clerical,M,M,Yes,0,0,1,72297,75,No,82,Newark,7101,New Jersey
Partial College,Manual,M,S,No,1,0,0,14342,55,No,45,Las Vegas,89101,Nevada
Partial College,Manual,F,S,No,1,0,0,31655,42,No,46,Chula Vista,91910,California
Partial College,Manual,M,S,No,1,0,0,18161,53,No,46,Anaheim,92801,California
Partial College,Manual,M,S,Yes,1,0,0,22747,57,No,46,New York,10001,New York
High School,Manual,F,M,Yes,2,0,0,11376,39,No,47,Charlotte,28201,North Carolina
High School,Manual,M,M,No,2,0,0,20222,60,No,47,Albuquerque,87101,New Mexico
High School,Manual,M,S,No,2,0,0,25274,56,No,47,Corpus Christi,78401,Texas
High School,Manual,F,S,No,0,1,1,13853,47,Yes,45,Tulsa,74101,Oklahoma
High School,Manual,F,S,No,0,1,1,19497,51,Yes,45,El Paso,79901,Texas
Bachelors,Clerical,F,M,Yes,0,0,0,22319,38,No,45,Corpus Christi,78401,Texas
Bachelors,Clerical,M,M,Yes,0,0,0,41970,62,No,45,Raleigh,27601,North Carolina
High School,Manual,M,S,No,0,1,1,27256,73,No,46,Los Angeles,90001,California
Bachelors,Clerical,F,M,No,0,0,0,29302,44,No,46,Colorado Springs,80901,Colorado
Bachelors,Clerical,F,M,Yes,0,0,0,25568,37,No,46,Anchorage,99501,Alaska
Bachelors,Clerical,F,M,Yes,0,0,0,26344,41,No,46,Colorado Springs,80901,Colorado
Bachelors,Clerical,F,S,Yes,0,0,0,35279,47,No,46,Memphis,37501,Tennessee
Bachelors,Clerical,M,S,Yes,0,0,1,74697,69,Yes,81,Anchorage,99501,Alaska
Bachelors,Clerical,M,M,Yes,0,0,1,47277,68,No,81,Indianapolis,46201,Indiana
Graduate Degree,Clerical,M,S,Yes,0,0,1,65086,68,No,81,Detroit,48201,Michigan
High School,Manual,F,S,No,1,1,1,28411,48,No,64,Aurora,80010,Colorado
High School,Manual,M,M,Yes,1,1,1,16401,76,No,65,Detroit,48201,Michigan
Partial College,Manual,M,S,Yes,1,0,2,30357,64,No,65,San Antonio,78201,Texas
Partial College,Manual,F,M,Yes,1,0,2,11073,41,No,65,Oakland,94601,California
Partial College,Manual,M,M,Yes,1,0,2,18715,62,No,67,San Diego,92101,California
Graduate Degree,Clerical,F,M,Yes,0,0,3,59143,53,No,64,Newark,7101,New Jersey
Bachelors,Clerical,F,M,Yes,0,0,3,55550,55,No,64,Irvine,92602,California
Bachelors,Clerical,M,S,Yes,0,0,3,55029,67,No,64,Nashville,37201,Tennessee
Bachelors,Clerical,F,M,Yes,0,0,3,42241,49,No,64,Greensboro,27401,North Carolina
Graduate Degree,Clerical,F,S,Yes,0,0,3,69335,40,Yes,65,Tampa,33601,Florida
Graduate Degree,Clerical,M,M,Yes,0,0,3,76084,76,Yes,65,Newark,7101,New Jersey
High School,Manual,M,S,No,1,1,1,18210,66,No,54,Oakland,94601,California
High School,Manual,F,S,No,1,1,1,22252,50,No,54,Portland,97201,Oregon
High School,Manual,F,S,Yes,0,2,2,20896,54,Yes,54,Memphis,37501,Tennessee
High School,Manual,M,S,Yes,0,2,2,19837,78,Yes,54,Columbus,43085,Ohio
High School,Manual,M,S,Yes,0,2,2,18666,79,No,56,Plano,75023,Texas
High School,Manual,M,M,No,1,2,2,16243,87,No,55,San Antonio,78201,Texas
Bachelors,Clerical,M,S,Yes,0,0,0,66885,73,No,55,Atlanta,30301,Georgia
Bachelors,Clerical,F,S,Yes,0,0,1,58624,47,No,55,San Antonio,78201,Texas
Graduate Degree,Clerical,M,S,Yes,0,0,0,74702,65,No,55,Tulsa,74101,Oklahoma
Graduate Degree,Clerical,F,M,Yes,0,0,0,65127,51,No,55,San Diego,92101,California
Graduate Degree,Clerical,F,M,Yes,0,0,0,65243,52,No,55,Las Vegas,89101,Nevada
Graduate Degree,Clerical,F,S,Yes,0,0,0,52357,46,Yes,56,Oklahoma City,73101,Oklahoma
Partial College,Manual,F,S,No,2,0,3,17764,39,No,73,Pittsburgh,15201,Pennsylvania
Partial College,Manual,F,S,No,2,0,3,23009,42,No,72,Portland,97201,Oregon
Partial College,Manual,F,M,Yes,1,0,2,32283,42,No,72,Jersey City,7302,New Jersey
Partial College,Manual,M,M,Yes,1,0,2,46377,71,No,72,Plano,75023,Texas
High School,Manual,M,M,No,2,1,2,25070,78,No,71,Seattle,98101,Washington
High School,Manual,F,S,Yes,1,2,2,24171,55,No,56,Nashville,37201,Tennessee
Partial College,Manual,M,M,Yes,0,1,1,19553,77,No,56,Tucson,85701,Arizona
Partial College,Professional,M,M,No,1,2,3,118844,111,Yes,70,Santa Ana,92701,California
Partial College,Professional,F,S,Yes,1,2,4,97749,68,Yes,70,Tucson,85701,Arizona
Partial College,Professional,F,M,No,1,2,4,106318,76,Yes,70,Aurora,80010,Colorado
Partial College,Professional,M,S,Yes,1,2,4,122977,105,Yes,70,Dallas,75201,Texas
Partial College,Professional,M,S,No,2,0,5,133666,73,No,80,Oklahoma City,73101,Oklahoma
Partial High School,Skilled Manual,F,M,Yes,4,1,3,68671,56,No,79,Fresno,93701,California
High School,Professional,F,M,Yes,2,1,5,66944,57,No,79,Minneapolis,55401,Minnesota
Partial College,Professional,M,S,No,2,0,5,124183,72,No,79,San Antonio,78201,Texas
Graduate Degree,Management,M,M,Yes,4,4,4,173468,147,Yes,79,Raleigh,27601,North Carolina
Bachelors,Management,M,M,Yes,4,3,3,126123,122,No,78,Santa Ana,92701,California
Bachelors,Management,F,M,Yes,4,4,4,119995,86,No,78,Chula Vista,91910,California
Bachelors,Management,M,M,Yes,3,4,4,178271,153,Yes,78,Columbus,43085,Ohio
Partial College,Professional,F,M,No,1,2,4,96153,73,No,70,Colorado Springs,80901,Colorado
Partial College,Professional,F,M,Yes,2,2,4,97870,79,No,71,Chula Vista,91910,California
High School,Professional,F,M,Yes,2,2,4,95006,73,Yes,70,Arlington,76010,Texas
Bachelors,Management,M,M,Yes,4,4,4,167289,157,Yes,71,Omaha,68101,Nebraska
Partial College,Professional,F,M,Yes,2,5,5,135157,104,Yes,71,Los Angeles,90001,California
Bachelors,Management,F,S,Yes,2,5,5,141365,103,Yes,71,Omaha,68101,Nebraska
High School,Professional,F,M,Yes,2,1,4,99356,70,No,72,El Paso,79901,Texas
Partial College,Professional,M,M,Yes,2,5,5,155272,169,Yes,72,San Antonio,78201,Texas
High School,Professional,F,M,Yes,2,2,4,110522,71,No,73,Portland,97201,Oregon
High School,Professional,M,M,No,2,2,5,117813,114,No,73,Seattle,98101,Washington
Partial College,Professional,M,M,Yes,4,5,5,157571,160,Yes,73,Omaha,68101,Nebraska
Partial College,Management,F,S,Yes,4,4,4,103125,76,Yes,74,Baltimore,21201,Maryland
Partial College,Management,F,M,No,4,5,5,129459,102,Yes,74,Santa Ana,92701,California
High School,Management,M,M,Yes,3,1,4,115406,97,No,75,Dallas,75201,Texas
High School,Management,F,M,Yes,4,5,5,124748,101,No,75,San Diego,92101,California
High School,Management,F,M,No,3,1,4,101472,64,No,76,Los Angeles,90001,California
Partial High School,Skilled Manual,M,M,No,2,0,5,129124,80,No,77,Durham,27701,North Carolina
Partial High School,Skilled Manual,F,M,No,2,0,5,86128,52,No,77,Chicago,60601,Illinois
Partial High School,Skilled Manual,M,M,Yes,2,0,5,103335,81,No,77,Denver,80201,Colorado
Bachelors,Professional,F,S,No,4,0,0,90092,49,No,48,San Antonio,78201,Texas
Bachelors,Professional,F,M,Yes,3,0,0,82396,55,No,48,Sacramento,94203,California
Bachelors,Professional,F,S,No,3,0,0,93232,49,No,50,Albuquerque,87101,New Mexico
Bachelors,Professional,F,S,No,3,0,0,75369,47,No,50,Miami,33101,Florida
Bachelors,Professional,F,M,Yes,4,0,0,84894,56,No,50,Nashville,37201,Tennessee
Bachelors,Professional,M,S,Yes,3,0,0,125223,83,No,49,Raleigh,27601,North Carolina
Bachelors,Professional,M,M,Yes,3,0,0,123087,77,Yes,49,Boston,2101,Massachusetts
High School,Management,M,S,Yes,4,5,5,168818,150,Yes,49,Los Angeles,90001,California
Bachelors,Professional,M,S,No,4,0,0,101221,79,Yes,50,Wichita,67201,Kansas
Bachelors,Professional,F,S,No,3,0,0,105179,50,Yes,51,Saint Paul,55101,Minnesota
Bachelors,Professional,M,S,No,3,0,0,128332,80,Yes,51,Lexington,40502,Kentucky
Bachelors,Professional,F,S,No,3,0,0,96679,50,Yes,50,Cincinnati,45201,Ohio
High School,Management,M,M,Yes,2,5,5,119933,158,No,50,Minneapolis,55401,Minnesota
Partial High School,Professional,M,M,Yes,4,5,5,148624,165,No,50,Durham,27701,North Carolina
High School,Management,F,M,Yes,2,5,5,96708,100,No,51,Philadelphia,19101,Pennsylvania
Bachelors,Professional,F,S,No,3,0,0,116530,56,Yes,52,Philadelphia,19101,Pennsylvania
Bachelors,Professional,M,S,No,3,0,0,131594,78,No,52,Lexington,40502,Kentucky
Bachelors,Professional,M,S,No,3,0,0,129368,81,No,52,Nashville,37201,Tennessee
High School,Management,F,M,Yes,4,5,5,130446,99,No,53,Fort Worth,76101,Texas
High School,Management,F,M,No,4,5,5,128326,104,Yes,52,Sacramento,94203,California
Bachelors,Professional,M,M,Yes,4,0,0,130431,90,No,53,Anaheim,92801,California
Bachelors,Professional,M,M,No,4,0,0,121455,86,Yes,53,Anaheim,92801,California
Partial High School,Management,M,M,Yes,4,5,5,161354,166,Yes,53,Anchorage,99501,Alaska
Graduate Degree,Management,M,M,Yes,4,5,5,184160,173,Yes,55,St. Louis,63101,Missouri
Bachelors,Skilled Manual,F,M,Yes,0,1,1,53712,56,No,49,Virginia Beach,23450,Virginia
Partial High School,Manual,M,S,No,2,0,0,16778,52,No,51,Baltimore,21201,Maryland
Partial High School,Manual,M,S,No,2,0,0,22461,58,Yes,51,Greensboro,27401,North Carolina
Partial College,Clerical,F,S,Yes,1,0,0,55730,48,No,51,Charlotte,28201,North Carolina
Bachelors,Professional,M,S,Yes,2,2,3,95063,102,Yes,61,Mesa,85201,Arizona
Partial High School,Manual,F,S,No,2,0,0,20203,34,No,44,Denver,80201,Colorado
Partial High School,Manual,M,S,Yes,2,0,0,19807,53,No,44,Anchorage,99501,Alaska
High School,Manual,M,S,No,1,0,0,62398,63,Yes,46,Tucson,85701,Arizona
Bachelors,Skilled Manual,F,M,Yes,0,1,1,57543,57,No,50,Seattle,98101,Washington
High School,Manual,M,S,No,1,0,0,55135,68,No,51,Fort Wayne,46801,Indiana
High School,Manual,M,S,No,1,0,0,37430,61,No,51,Durham,27701,North Carolina
Bachelors,Skilled Manual,M,M,Yes,0,1,1,54411,80,No,51,Phoenix,85001,Arizona
Bachelors,Skilled Manual,F,M,Yes,0,1,1,50264,57,Yes,51,Las Vegas,89101,Nevada
Bachelors,Skilled Manual,F,M,Yes,0,1,1,46077,56,Yes,51,Milwaukee,53201,Wisconsin
High School,Manual,F,S,No,1,0,0,48362,45,No,52,Irvine,92602,California
Bachelors,Skilled Manual,M,M,Yes,1,1,1,49033,85,No,52,Denver,80201,Colorado
Partial College,Clerical,M,S,Yes,0,2,2,64690,95,Yes,52,Oklahoma City,73101,Oklahoma
Partial College,Clerical,M,M,No,0,2,2,46450,96,No,52,Memphis,37501,Tennessee
Bachelors,Management,F,M,Yes,2,0,3,87033,45,No,84,Austin,73301,Texas
Partial High School,Manual,F,S,No,2,0,0,11294,37,No,53,Albuquerque,87101,New Mexico
Partial High School,Manual,M,S,Yes,2,0,0,20671,64,Yes,53,Austin,73301,Texas
Partial High School,Manual,F,S,No,2,0,0,12493,37,No,53,Corpus Christi,78401,Texas
Partial High School,Manual,M,S,No,2,0,0,19957,61,No,54,El Paso,79901,Texas
Partial High School,Manual,M,M,No,2,0,0,19114,65,No,53,Oklahoma City,73101,Oklahoma
High School,Manual,M,S,No,1,0,0,44555,64,No,53,Orlando,32801,Florida
Partial College,Clerical,F,S,Yes,0,2,2,59609,63,No,54,Detroit,48201,Michigan
Partial College,Clerical,M,S,Yes,1,2,2,52156,91,Yes,53,Cincinnati,45201,Ohio
Partial College,Clerical,M,S,Yes,2,2,2,56036,83,Yes,54,Raleigh,27601,North Carolina
Partial College,Clerical,F,S,Yes,2,2,2,55863,61,No,54,Sacramento,94203,California
Partial College,Clerical,M,S,Yes,2,3,3,51689,104,Yes,51,Cincinnati,45201,Ohio
Partial College,Clerical,M,S,Yes,2,3,3,54209,102,Yes,50,Lexington,40502,Kentucky
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,67375,45,Yes,50,Omaha,68101,Nebraska
Partial College,Clerical,F,S,Yes,2,3,3,38001,60,Yes,49,Colorado Springs,80901,Colorado
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,66443,56,No,94,Atlanta,30301,Georgia
Bachelors,Skilled Manual,F,M,Yes,1,0,1,58099,41,No,93,Sacramento,94203,California
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,78323,41,Yes,58,Sacramento,94203,California
Graduate Degree,Skilled Manual,M,S,No,0,0,0,97574,76,Yes,58,Atlanta,30301,Georgia
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,88622,53,Yes,58,Saint Paul,55101,Minnesota
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,79075,49,Yes,58,Philadelphia,19101,Pennsylvania
Bachelors,Skilled Manual,F,M,Yes,1,0,1,50793,45,No,71,Phoenix,85001,Arizona
Bachelors,Skilled Manual,M,M,Yes,1,0,1,64915,76,No,71,Indianapolis,46201,Indiana
Partial High School,Manual,F,S,Yes,2,0,3,22047,40,No,70,Long Beach,90801,California
Partial High School,Manual,F,S,No,2,0,3,11539,37,No,70,Indianapolis,46201,Indiana
High School,Clerical,M,M,Yes,1,0,1,44260,71,No,70,Anchorage,99501,Alaska
High School,Clerical,F,M,Yes,1,0,1,23306,42,No,70,Chula Vista,91910,California
Partial College,Clerical,F,M,Yes,1,0,1,47031,50,No,70,Omaha,68101,Nebraska
Partial College,Clerical,M,M,Yes,1,0,1,64655,76,No,69,Fort Wayne,46801,Indiana
Partial College,Clerical,M,M,Yes,1,0,1,73345,75,No,69,Phoenix,85001,Arizona
Partial College,Clerical,F,M,Yes,1,0,1,31056,41,No,69,Anchorage,99501,Alaska
Partial College,Clerical,F,M,Yes,1,0,1,48439,46,No,69,Cleveland,44101,Ohio
Graduate Degree,Skilled Manual,M,M,Yes,0,0,5,152220,93,No,69,Omaha,68101,Nebraska
Partial College,Clerical,M,M,Yes,1,0,1,69857,82,No,68,Toledo,43601,Ohio
Partial College,Clerical,F,M,Yes,1,0,1,40792,53,No,69,San Diego,92101,California
Partial College,Clerical,F,M,Yes,1,0,1,38845,52,No,69,Mesa,85201,Arizona
Partial College,Clerical,F,M,Yes,1,0,1,59253,48,No,68,Arlington,76010,Texas
Partial College,Clerical,F,M,Yes,1,0,1,62613,55,No,68,Sacramento,94203,California
Partial College,Clerical,F,M,Yes,1,0,1,45219,49,No,67,Portland,97201,Oregon
Partial College,Clerical,M,M,Yes,1,0,1,52570,74,No,67,Washington,20001,DC
Partial College,Clerical,M,M,Yes,1,0,1,57850,74,No,67,Albuquerque,87101,New Mexico
Partial College,Clerical,F,M,Yes,1,0,1,36573,48,No,68,San Antonio,78201,Texas
Partial College,Clerical,F,M,Yes,1,0,1,48859,47,No,67,Atlanta,30301,Georgia
Partial College,Clerical,F,M,Yes,1,0,1,35124,50,No,67,Stockton,95201,California
Partial College,Clerical,F,M,Yes,1,0,1,42834,49,No,67,Omaha,68101,Nebraska
Graduate Degree,Skilled Manual,M,S,Yes,0,0,4,99505,77,Yes,66,Tulsa,74101,Oklahoma
Graduate Degree,Skilled Manual,M,M,Yes,0,0,4,108921,84,No,66,Long Beach,90801,California
Graduate Degree,Skilled Manual,M,M,Yes,0,0,4,105989,81,No,66,Orlando,32801,Florida
Graduate Degree,Skilled Manual,F,S,No,0,0,4,97760,50,No,65,San Francisco,94101,California
Graduate Degree,Skilled Manual,M,S,Yes,0,0,4,113091,83,Yes,66,San Jose,95101,California
Graduate Degree,Skilled Manual,M,S,No,0,0,4,112331,75,No,65,Houston,77001,Texas
Partial College,Manual,M,S,No,0,1,1,20740,72,No,56,Milwaukee,53201,Wisconsin
Partial College,Manual,F,M,Yes,1,1,1,15522,49,Yes,56,Long Beach,90801,California
Bachelors,Clerical,M,M,Yes,0,0,1,57071,75,No,56,Plano,75023,Texas
Bachelors,Clerical,M,M,Yes,0,0,1,75949,78,No,56,Seattle,98101,Washington
Graduate Degree,Clerical,F,M,Yes,0,0,0,76554,51,No,56,Kansas City,64101,Missouri
Graduate Degree,Clerical,M,S,Yes,0,0,0,59117,69,No,56,Phoenix,85001,Arizona
Bachelors,Clerical,F,M,Yes,0,0,0,50134,57,No,56,Milwaukee,53201,Wisconsin
Partial College,Manual,M,S,No,1,1,1,13541,69,Yes,57,Lexington,40502,Kentucky
Partial College,Manual,F,M,Yes,1,1,1,25627,53,Yes,57,Fort Worth,76101,Texas
High School,Manual,F,S,Yes,2,0,4,15686,31,No,98,Durham,27701,North Carolina
Bachelors,Clerical,F,M,Yes,0,0,1,55981,34,No,98,Phoenix,85001,Arizona
Partial College,Manual,M,M,Yes,1,1,1,31550,82,Yes,57,Louisville,40201,Kentucky
Bachelors,Clerical,F,S,No,0,1,1,56406,53,Yes,58,Durham,27701,North Carolina
Bachelors,Clerical,M,S,No,0,1,1,56314,78,No,57,Anaheim,92801,California
Bachelors,Clerical,F,S,No,1,1,1,56250,53,Yes,57,Minneapolis,55401,Minnesota
Partial High School,Manual,F,S,Yes,2,5,5,23103,71,Yes,58,Seattle,98101,Washington
High School,Manual,M,M,Yes,1,1,1,21101,79,No,58,Tucson,85701,Arizona
High School,Manual,M,S,No,1,1,1,23122,68,Yes,58,Anchorage,99501,Alaska
High School,Manual,M,S,No,2,1,1,24346,69,Yes,58,San Jose,95101,California
High School,Manual,M,S,Yes,0,2,2,24241,79,Yes,58,Memphis,37501,Tennessee
Bachelors,Clerical,F,M,Yes,0,0,0,37873,54,No,57,Columbus,43085,Ohio
Bachelors,Clerical,F,M,Yes,0,0,0,54988,49,No,57,Tulsa,74101,Oklahoma
High School,Manual,F,S,Yes,0,2,2,17767,51,No,58,Colorado Springs,80901,Colorado
Bachelors,Skilled Manual,M,M,Yes,2,1,1,46864,86,Yes,58,Denver,80201,Colorado
Bachelors,Skilled Manual,M,M,Yes,2,1,1,59246,84,Yes,58,San Jose,95101,California
High School,Manual,F,S,Yes,1,2,2,22622,59,Yes,59,Greensboro,27401,North Carolina
High School,Manual,F,S,Yes,1,2,2,14641,55,No,59,Austin,73301,Texas
High School,Manual,M,S,Yes,2,2,2,19664,77,Yes,59,Jersey City,7302,New Jersey
Bachelors,Skilled Manual,M,M,Yes,2,1,1,49777,89,Yes,59,Colorado Springs,80901,Colorado
Bachelors,Skilled Manual,F,M,Yes,2,1,1,59515,59,No,59,Louisville,40201,Kentucky
Partial High School,Manual,F,S,Yes,2,2,3,21200,53,No,60,Lexington,40502,Kentucky
High School,Manual,M,S,Yes,1,3,3,22376,87,Yes,60,Lexington,40502,Kentucky
Bachelors,Professional,F,M,Yes,0,0,0,66945,51,No,58,Albuquerque,87101,New Mexico
Partial College,Clerical,F,S,Yes,0,2,2,46702,56,No,61,San Jose,95101,California
Partial College,Clerical,F,S,Yes,0,2,2,32077,58,Yes,59,San Antonio,78201,Texas
Bachelors,Skilled Manual,M,M,Yes,0,0,1,57879,74,No,59,Pittsburgh,15201,Pennsylvania
Bachelors,Skilled Manual,F,M,Yes,0,0,1,58426,52,No,59,Orlando,32801,Florida
Bachelors,Skilled Manual,M,M,Yes,0,0,1,60618,76,Yes,59,Albuquerque,87101,New Mexico
Partial College,Clerical,M,S,Yes,2,2,2,49888,89,Yes,60,Louisville,40201,Kentucky
Partial College,Clerical,F,M,No,2,2,2,47766,63,No,60,Durham,27701,North Carolina
Bachelors,Skilled Manual,F,M,Yes,0,0,1,51392,48,No,60,Cincinnati,45201,Ohio
Partial College,Clerical,F,S,Yes,2,2,2,49737,59,No,61,Phoenix,85001,Arizona
Partial College,Clerical,F,S,Yes,0,3,3,52713,67,Yes,61,Riverside,92501,California
High School,Manual,M,S,No,1,0,0,12608,59,Yes,46,Jersey City,7302,New Jersey
High School,Manual,M,S,Yes,1,0,0,10227,60,Yes,47,Atlanta,30301,Georgia
High School,Manual,M,S,Yes,2,4,4,25326,100,No,45,Toledo,43601,Ohio
Bachelors,Skilled Manual,M,M,Yes,0,0,1,53454,73,No,61,Minneapolis,55401,Minnesota
Partial College,Clerical,F,S,Yes,3,3,3,41092,68,Yes,46,Atlanta,30301,Georgia
High School,Manual,F,S,No,1,0,0,15813,42,No,47,Aurora,80010,Colorado
Partial College,Clerical,F,S,No,1,0,0,60473,50,Yes,47,Aurora,80010,Colorado
Partial College,Clerical,M,S,No,1,0,0,48168,64,No,47,Stockton,95201,California
Partial College,Clerical,M,S,No,1,0,0,58729,64,No,47,Toledo,43601,Ohio
Partial College,Clerical,M,S,Yes,1,0,0,46728,63,Yes,47,Durham,27701,North Carolina
High School,Manual,F,S,No,1,0,0,16476,41,No,48,Arlington,76010,Texas
High School,Manual,M,S,Yes,1,0,0,20105,53,No,49,Anchorage,99501,Alaska
High School,Manual,M,S,No,1,0,0,20019,58,No,48,Omaha,68101,Nebraska
Partial College,Clerical,M,S,No,1,0,0,50855,62,No,48,St. Louis,63101,Missouri
Partial College,Clerical,M,S,No,1,0,0,57127,67,No,49,Irvine,92602,California
Partial High School,Manual,M,M,No,1,0,0,17865,57,No,50,Fresno,93701,California
Partial High School,Manual,M,S,No,2,0,0,13742,56,No,50,Fresno,93701,California
Partial College,Clerical,F,S,No,1,0,0,38370,41,No,49,Las Vegas,89101,Nevada
Partial College,Clerical,F,S,No,1,0,0,29469,43,No,49,Anchorage,99501,Alaska
Bachelors,Skilled Manual,M,M,Yes,0,1,1,53160,87,Yes,49,Miami,33101,Florida
Bachelors,Skilled Manual,F,M,Yes,0,1,1,55282,56,No,49,Atlanta,30301,Georgia
Graduate Degree,Skilled Manual,M,S,No,0,0,4,102769,77,No,65,Atlanta,30301,Georgia
Graduate Degree,Skilled Manual,M,M,Yes,0,0,4,104694,82,No,65,Long Beach,90801,California
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,53543,41,No,51,New York,10001,New York
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,64308,46,No,51,Anaheim,92801,California
Graduate Degree,Skilled Manual,F,S,No,0,0,0,56540,47,No,51,Albuquerque,87101,New Mexico
